License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
February 16 2018,S139770,Archie,Dog,Bichon Frise,"Poodle, Miniature",98103
October 17 2018,8001945,Abi,Dog,"Retriever, Golden",Mix,98136
June 08 2018,S144078,Charlie,Dog,"Terrier, Yorkshire","Poodle, Toy",98126
July 23 2018,584088,Odo,Dog,Shiba Inu,Mix,98117
March 26 2018,137767,Sasha,Dog,"Terrier, Fox, Wire",,98117
June 26 2018,S132587,Gus Gus,Dog,"Retriever, Labrador",,98117
June 13 2018,444031,Duke,Dog,Pomeranian,,98103
January 16 2018,S143555,Annie Oakley,Dog,Brittany,,98116
August 08 2018,S120438,Woody,Dog,"Bulldog, French","Terrier, Boston",98126
July 11 2018,S143296,Malachi,Dog,"Retriever, Labrador","Terrier, American Pit Bull",98121
April 21 2018,S126266,Peppy,Dog,"Chihuahua, Short Coat","Terrier, Jack Russell",98103
October 07 2018,S132033,Pua,Dog,Weimaraner,,98122
February 18 2018,83017,Pippa,Dog,"Poodle, Toy",,98105
July 14 2018,S146405,Prinz,Dog,Miniature Pinscher,,98121
August 02 2018,S146822,Tina,Dog,"Retriever, Labrador",Boxer,98106
April 10 2018,S142378,Rocky,Dog,"Retriever, Labrador",Mix,98126
April 25 2018,82134,Brody,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98121
September 01 2018,S102940,Bodie,Dog,"Chihuahua, Long Coat",Terrier,98121
September 19 2018,8001094,Ajax,Dog,"Retriever, Golden","Poodle, Miniature",98101
March 31 2018,S140844,Peanut,Dog,"Terrier, Rat","Chihuahua, Short Coat",98199
February 14 2018,S111516,Bacchus,Dog,"Retriever, Labrador",Rottweiler,98199
April 23 2018,142953,Kizzy,Dog,Miniature Pinscher,,98199
September 01 2018,S103366,Cassie,Dog,Terrier,Mix,98103
January 25 2018,898799,Beckett,Dog,"Poodle, Miniature",,98109
January 30 2018,27704,Roxy,Dog,"Retriever, Labrador","Terrier, American Pit Bull",98115
January 24 2018,26522,Bosco,Dog,"Terrier, Norfolk",,98107
June 25 2018,439111,Ben,Dog,"Terrier, American Staffordshire",German Shepherd,98115
April 17 2018,216006,Buster,Dog,"Terrier, American Pit Bull","Retriever, Labrador",98133
June 27 2018,S145373,Simba,Dog,"Retriever, Labrador",,98109
August 16 2018,S145954,Bandit,Dog,Rottweiler,Shepherd,98107
April 30 2018,S101619,Quinn,Dog,"Retriever, Labrador",Mix,98115
May 03 2018,S143406,Jacques,Dog,"Bulldog, French",,98144
June 26 2018,S133517,Luna,Dog,"Poodle, Miniature","Retriever, Labrador",98109
October 05 2018,S121631,Dabbu,Dog,Brittany,Australian Shepherd,98108
July 10 2018,S109509,Sadie,Dog,"Terrier, Boston",,98146
March 20 2018,140951,Sage,Dog,Catahoula Leopard dog,,98103
September 27 2018,8001339,Dillenger,Dog,"Terrier, Rat","Terrier, Rat",98102
January 22 2018,24794,Maggie,Dog,German Shepherd,Mix,98112
August 10 2018,S109995,Pepper,Dog,German Shepherd,,98106
February 14 2018,S139985,Rylee,Dog,"Terrier, Yorkshire",Mix,98103
July 24 2018,576754,Doppler,Dog,Australian Cattle Dog,"Terrier, American Pit Bull",98105
January 23 2018,S127399,Jack,Dog,Boxer,,98106
June 15 2018,S142483,Leif,Dog,Australian Shepherd,Mix,98103
February 28 2018,358587,Matilda/Matty,Dog,Siberian Husky,Shepherd,98108
April 11 2018,S114924,Lilly,Dog,Great Dane,,98103
June 28 2018,S132861,Rocky,Dog,Terrier,,98117
January 06 2018,957302,Harvey,Dog,"Welsh Corgi, Cardigan",,98118
January 06 2018,S139254,Isabel,Dog,Shetland Sheepdog,German Shepherd,98107
January 17 2018,S110510,Rocky Road,Dog,Siberian Husky,"Retriever, Labrador",98115
May 22 2018,283718,Daisy,Dog,"Terrier, Boston",,98122
April 03 2018,S142097,Lucy,Dog,"Schnauzer, Miniature",Maltese,98105
June 27 2018,S145354,Mako,Dog,Boxer,,98109
September 30 2018,20658,Nigel,Dog,"Spaniel, Tibetan",,98136
May 18 2018,S143971,Harper,Dog,Carolina Dog,Basenji,98118
May 25 2018,S144151,Joey,Dog,"Dachshund, Standard Smooth Haired","Chihuahua, Short Coat",98106
August 12 2018,S146426,Gorgeous George,Dog,"Terrier, American Pit Bull",Mix,98106
April 10 2018,213527,Zoe,Dog,Shih Tzu,,98133
July 03 2018,728757,Willow,Dog,Mastiff,,98178
April 20 2018,S143983,Lulu,Dog,Bichon Frise,Spaniel,98144
June 20 2018,28521,Joey,Dog,Shih Tzu,,98136
August 01 2018,S146258,Charlie,Dog,"Schnauzer, Miniature",Mix,98116
February 01 2018,S140248,Little dog,Dog,"Terrier, Parson Russell",,98116
June 20 2018,S129370,Penny Lane,Dog,Basenji,Mix,98112
February 08 2018,S110422,Sara,Dog,"Retriever, Labrador",,98115
July 05 2018,S106426,Bruce,Dog,"Bulldog, French",,98117
January 16 2018,30025,Friday,Dog,"Retriever, Golden",,98144
August 31 2018,581792,Troy,Dog,"Chihuahua, Short Coat",Mix,98106
June 26 2018,442928,Rory,Dog,"Poodle, Standard",,98107
May 21 2018,361448,Zero,Dog,Boxer,,98112
February 20 2018,S140804,Milo,Dog,German Shepherd,Chinese Shar-Pei,98103
February 01 2018,24719,Shiloh,Dog,"Collie, Rough",,98144
June 27 2018,S145325,Fondue,Dog,Bernese Mountain Dog,,98107
July 11 2018,731655,Chauncey,Dog,Australian Shepherd,Border Collie,98103
October 07 2018,S136947,Maeve,Dog,Terrier,,98112
February 20 2018,S140773,Addie Moses,Dog,Mix,Mix,98118
February 20 2018,S140760,Spot,Dog,"Dachshund, Miniature Smooth Haired",,98116
April 02 2018,140644,Zoey,Dog,"Chihuahua, Short Coat",,98115
February 06 2018,21280,Louie,Dog,"Poodle, Miniature",,
March 27 2018,S141837,Uno,Dog,Mix,"Retriever, Labrador",98199
March 27 2018,S141832,Kubo,Dog,"Retriever, Labrador","Poodle, Standard",98109
February 20 2018,S140713,Daphne Jungk-Morriss,Dog,"Vizsla, Smooth Haired",,98109
October 08 2018,827053,Izze,Dog,"Terrier, Boston",,98103
July 05 2018,S115706,Wilma,Dog,"Vizsla, Smooth Haired",Rhodesian Ridgeback,98102
June 25 2018,442610,Chewbacca,Dog,"Spaniel, American Cocker","Poodle, Miniature",98125
April 10 2018,S125213,Dixie,Dog,Pointer,,98109
March 29 2018,444454,Apollo,Dog,Terrier,,98103
April 25 2018,S143006,Velma,Dog,"Terrier, American Pit Bull","Retriever, Labrador",98146
April 12 2018,831966,Duncan,Dog,"Welsh Corgi, Cardigan",,98146
March 27 2018,S113315,Mochi Douglass III Esquire,Dog,Samoyed,,98112
July 27 2018,731381,Willow,Dog,"Chihuahua, Short Coat","Terrier, Yorkshire",98109
January 23 2018,731573,Louise,Dog,"Terrier, Staffordshire Bull",,98115
May 03 2018,216334,Miss Beasley,Dog,"Bulldog, French",,98115
April 03 2018,S142045,Wiley,Dog,"Poodle, Miniature","Retriever, Labrador",98199
May 25 2018,283480,Reggie,Dog,"Spaniel, English Cocker",,98117
February 13 2018,S140611,Geeves,Dog,Mix,,98118
June 22 2018,S129904,Finnegan,Dog,Papillon,Mix,98112
July 25 2018,S103040,Boca,Dog,Xoloitzcuintli,,98177
May 22 2018,S143948,Luna,Dog,Brittany,Australian Cattle Dog,98199
June 19 2018,S114321,Tucker,Dog,Australian Shepherd,,98144
August 08 2018,440764,Phoebe,Dog,"Dachshund, Standard Smooth Haired",,98117
June 14 2018,S144933,Chuck,Dog,"Terrier, American Pit Bull",,98116
May 23 2018,214182,Max,Dog,Australian Cattle Dog,,98112
July 10 2018,S132463,Jinger Eriksson,Dog,"Retriever, Labrador","Poodle, Standard",98119
January 09 2018,S139462,Lucy,Dog,"Retriever, Labrador","Poodle, Standard",98119
September 03 2018,8000610,Blitz,Dog,"Terrier, American Staffordshire",,98108
April 10 2018,S142418,Kintla,Dog,"Retriever, Labrador","Retriever, Golden",98117
August 23 2018,8000301,Theo Sweeney,Dog,"Retriever, Golden",Mix,98103
January 23 2018,S139869,Rosie,Dog,"Retriever, Labrador","Poodle, Miniature",98105
January 06 2018,S139300,Reggie,Dog,Border Collie,"Retriever, Labrador",98106
June 01 2018,S100458,Sachi,Dog,Shih Tzu,,98118
October 12 2018,S137012,Ernie,Dog,Border Collie,,98103
September 18 2018,574762,Zoe,Dog,Shih Tzu,"Terrier, Yorkshire",98118
July 19 2018,439249,Princess,Dog,Pomeranian,,98144
January 06 2018,960383,Denai,Dog,"Terrier, American Pit Bull",,98106
June 19 2018,84763,Scooter,Dog,"Terrier, Border",Mix,98118
May 01 2018,S143365,Kylo,Dog,Shepherd,"Terrier, American Pit Bull",98178
July 10 2018,S145793,Apollo,Dog,"Retriever, Labrador",Shiba Inu,98115
March 20 2018,S112550,Brutus,Dog,Greater Swiss Mountain Dog,,98116
April 12 2018,141049,Riley,Dog,Australian Shepherd,,98115
March 20 2018,139886,Lilly,Dog,Chow Chow,"Retriever, Labrador",98117
September 27 2018,726958,Huesos,Dog,"Chihuahua, Short Coat",,98103
February 17 2018,S110038,Olive,Dog,American Eskimo,"Poodle, Miniature",98103
April 14 2018,138761,Pippin,Dog,"Retriever, Labrador",Mix,98103
January 16 2018,S139555,Tofu,Dog,Alaskan Klee Kai,,98103
October 07 2018,8001614,Loper,Dog,Kooikerhondje,,98105
June 02 2018,S129885,Jake Thomas,Dog,"Retriever, Labrador",Siberian Husky,98136
March 22 2018,138862,Remi,Dog,"Retriever, Labrador","Poodle, Standard",98105
July 03 2018,S145489,Cocoa,Dog,McNab Herding Dog,,98118
August 02 2018,S147629,Charlie,Dog,"Collie, Rough",German Shepherd,98126
September 04 2018,S120954,D.O.G.,Dog,German Shepherd,German Shepherd,98146
August 30 2018,8000472,Pumpkin,Dog,"Retriever, Golden",,98126
September 26 2018,S118826,Tora,Dog,Chow Chow,Mix,98104
June 22 2018,84545,Fuzzy,Dog,Old English Sheepdog,,98118
September 06 2018,8000685,Jelly,Dog,"Chihuahua, Short Coat",Mix,98116
May 22 2018,S143932,Kodi,Dog,Alaskan Husky,,98107
February 13 2018,84101,Enzo,Dog,"Poodle, Standard",,98116
April 17 2018,S142866,Zoe,Dog,"Retriever, Golden",,98122
January 23 2018,S139861,Ginger,Dog,Rhodesian Ridgeback,"Retriever, Labrador",98107
October 08 2018,834709,Tanner,Dog,"Spaniel, American Cocker",,98103
July 25 2018,S101193,Maurice,Dog,"Bulldog, French",,98112
January 17 2018,S139557,Argus Schwinn Bacher,Dog,"Retriever, Labrador","Poodle, Standard",98103
March 20 2018,S141646,Harbor,Dog,"Retriever, Labrador",,98105
May 30 2018,282206,Milo,Dog,Beagle,,98125
August 30 2018,8000484,Ruthie,Dog,"Terrier, Soft Coated Wheaten","Poodle, Standard",98126
July 05 2018,S145619,Winnie,Dog,Terrier,,98125
October 13 2018,831357,Sampson,Dog,Australian Shepherd,"Terrier, American Pit Bull",98106
June 17 2018,S131415,Taffy,Dog,Shih Tzu,Mix,98126
February 06 2018,23291,Haddie,Dog,"Retriever, Labrador",Mix,98106
February 13 2018,S140551,Briar Rose,Dog,Catahoula Leopard dog,Mix,98122
September 01 2018,722309,Harry,Dog,Bichon Frise,,98136
July 31 2018,S147503,Annabelle/ Tiny,Dog,"Chihuahua, Short Coat",,98177
September 15 2018,S146475,Creet,Dog,"Terrier, American Staffordshire",,98126
April 29 2018,S109496,Winston,Dog,"Bulldog, French",Mix,98117
August 21 2018,586380,Segundo,Dog,Terrier,Affenpinscher,98106
January 06 2018,S139272,Samara,Dog,Samoyed,,98119
April 19 2018,S143115,Luci,Dog,Australian Shepherd,Border Collie,98125
April 10 2018,S100591,Xena,Dog,Miniature Pinscher,Terrier,98133
May 29 2018,S144220,Priya,Dog,"Retriever, Golden",Hound,98112
August 03 2018,S118831,Selah,Dog,Australian Shepherd,Mix,98117
August 19 2018,584486,Ollie,Dog,"Poodle, Miniature",Bichon Frise,98119
September 09 2018,8000788,Nala,Dog,Border Collie,Mix,98126
September 19 2018,S146021,Cleopatra,Dog,Pointer,,98103
April 23 2018,S126280,Sharky,Dog,Leonberger,Mix,98112
June 10 2018,S121549,Orli,Dog,Whippet,Mix,98115
February 13 2018,S140527,Ralph,Dog,Boxer,,98122
May 22 2018,137073,Millie,Dog,"Terrier, Yorkshire",Mix,98115
May 02 2018,142834,Sadie,Dog,"Retriever, Labrador","Terrier, American Pit Bull",98107
January 06 2018,S139211,Dollie,Dog,"Retriever, Labrador",Mix,98112
April 28 2018,S142960,Eli,Dog,Bichon Frise,,98115
October 14 2018,8001841,Bowser,Dog,"Bulldog, French",,98109
April 02 2018,S105321,Henry,Dog,Shih Tzu,Mix,98108
July 02 2018,726654,Darcy,Dog,"Poodle, Standard",,98108
May 10 2018,361191,Chewbella,Dog,"Terrier, Yorkshire",Bichon Frise,98126
May 03 2018,435867,Tater Tot,Dog,Australian Shepherd,Mix,98133
October 03 2018,729209,Bear,Dog,"Chihuahua, Short Coat",,98108
October 08 2018,834756,Powder,Dog,Boxer,,98122
May 22 2018,S144008,Benji,Dog,Beagle,Australian Shepherd,98106
March 27 2018,S141888,Mick,Dog,Australian Cattle Dog,Mix,98125
February 13 2018,S100352,Fritz,Dog,Rottweiler,Mix,98178
April 19 2018,210550,Sunny,Dog,"Retriever, Golden","Poodle, Standard",98115
April 20 2018,131150,Mitsy,Dog,"Terrier, Scottish",,98105
May 02 2018,S142962,Leonard,Dog,Shih Tzu,Mix,98121
June 28 2018,S131683,Karee,Dog,"Chihuahua, Short Coat",,98118
September 01 2018,S122475,Sabine,Dog,Karelian Bear Dog,,98122
January 18 2018,27779,Nike,Dog,Shepherd,Border Collie,98125
March 16 2018,S140486,Lucie,Dog,"Terrier, American Pit Bull",Mix,98103
September 20 2018,8001112,Finnegan,Dog,"Retriever, Labrador",,98115
April 30 2018,S143209,Bill,Dog,"Welsh Corgi, Pembroke",Border Collie,98125
February 20 2018,81859,Dylan,Dog,Shih Tzu,,98101
March 19 2018,S141682,Dave,Dog,Terrier,,98115
October 14 2018,S119923,Tbone,Dog,Great Dane,Border Collie,98115
June 22 2018,356656,Zoe,Dog,"Retriever, Labrador",Mix,98118
February 01 2018,S108069,Pearl,Dog,Schipperke,Terrier,98122
February 22 2018,S102707,Yancy,Dog,American Eskimo,"Poodle, Miniature",98107
February 27 2018,85312,Oscar,Dog,Pekingese,,98133
July 24 2018,S147228,Tux,Dog,"Spaniel, American Cocker",Mix,98119
April 04 2018,141948,Murray,Dog,"Retriever, Golden","Poodle, Standard",98103
June 12 2018,356256,Lucy,Dog,Mix,,98117
February 28 2018,S136766,Stallion,Dog,"Retriever, Labrador",Mix,98121
August 20 2018,8000225,Papito,Dog,Chinese Crested,Xoloitzcuintli,98177
September 06 2018,8000688,Quincy,Dog,Rhodesian Ridgeback,,98136
October 10 2018,835162,Mr Bold,Dog,"Welsh Corgi, Cardigan",,98117
October 15 2018,S134803,Lottie,Dog,"Poodle, Miniature",Australian Shepherd,98117
June 28 2018,S115898,Brodie,Dog,"Terrier, Boston",Mix,98126
June 04 2018,359939,Roxy,Dog,Pomeranian,,98116
August 21 2018,8000249,Pontus,Dog,"Welsh Corgi, Pembroke","Welsh Corgi, Pembroke",98134
April 03 2018,141970,Bentley,Dog,Pomeranian,,98122
June 19 2018,S132124,Maverick,Dog,Hound,Rhodesian Ridgeback,98115
October 11 2018,8001754,Nelson,Dog,Rhodesian Ridgeback,,98117
September 08 2018,S146343,Billy,Dog,"Terrier, Pit Bull",Mix,98115
May 29 2018,136800,Rosie,Dog,Border Collie,,98117
June 29 2018,358600,Viceroy,Dog,"Retriever, Labrador",,98133
February 04 2018,S139942,Poppy,Dog,"Terrier, American Pit Bull",Mix,98122
May 29 2018,S144236,Daisy,Dog,Boxer,,98199
June 01 2018,S131406,Dobby,Dog,"Terrier, American Pit Bull",,98108
January 16 2018,S111183,Oscar,Dog,"Poodle, Standard",Mix,98199
May 18 2018,216792,Kima,Dog,"Retriever, Labrador",,98117
February 12 2018,24701,Maddie,Dog,Terrier,,98103
April 10 2018,S140991,Benson,Dog,Maltese,"Poodle, Toy",98119
May 02 2018,135503,Espn,Dog,"Pointer, German Shorthaired",,98104
June 12 2018,359251,Sophocles,Dog,German Shepherd,,98115
March 27 2018,S122698,Captain Dale Yappy,Dog,Miniature Pinscher,,98116
April 07 2018,S140865,Buddy,Dog,"Poodle, Toy",Mix,98105
August 23 2018,585667,Bebe,Dog,"Dachshund, Standard Smooth Haired",,98112
May 29 2018,S113613,Molly,Dog,"Terrier, Staffordshire Bull","Retriever, Labrador",98126
August 08 2018,S145543,Millie Josephine Waffles Naslund,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)","Poodle, Standard",98125
July 17 2018,S147026,Evelyn,Dog,"Collie, Rough",,98112
June 15 2018,210777,Gigi Bella,Dog,"Terrier, American Staffordshire",,98105
April 26 2018,S143261,Arry Underfoot,Dog,German Shepherd,,98103
January 30 2018,27544,Oliver,Dog,Weimaraner,,98122
June 22 2018,731779,Kerri,Dog,Doberman Pinscher,,98106
September 29 2018,S129671,Leela,Dog,"Retriever, Labrador",,98105
October 07 2018,8001612,Otus,Dog,"Terrier, American Pit Bull",Mix,98144
June 29 2018,356181,Poppy,Dog,Plott Hound,"Retriever, Labrador",98106
June 04 2018,S144472,Nyla,Dog,Harrier,Hound,98103
April 17 2018,S142822,Mowgli,Dog,"Retriever, Labrador",,98102
January 09 2018,S109635,Baker Hartig,Dog,"Retriever, Labrador","Terrier, American Pit Bull",98115
September 27 2018,8001324,Cetus,Dog,"Poodle, Miniature",,98107
June 22 2018,S144367,Porkchop,Dog,Boxer,,98121
February 27 2018,78685,Waffles,Dog,"Retriever, Golden",,98136
May 23 2018,S144179,Rufus,Dog,Great Dane,Pointer,98106
September 08 2018,730695,Nancy,Dog,"Retriever, Nova Scotia Duck Tolling",,98119
May 29 2018,S144283,Goldie,Dog,Australian Kelpie,Mix,98126
February 21 2018,78702,Roxy,Dog,Xoloitzcuintli,,98112
July 01 2018,131273,Murphy,Dog,Terrier,Mix,98116
September 09 2018,724958,,Dog,"Retriever, Golden",,98126
January 31 2018,20110,Daisey,Dog,"Spaniel, American Cocker",,
May 01 2018,216766,Jesse James,Dog,"Dachshund, Standard Smooth Haired","Chihuahua, Short Coat",98118
February 20 2018,S140768,Shadow,Dog,"Australian Shepherd, Miniature",,98116
June 18 2018,S144714,Meiko,Dog,"Spaniel, American Cocker","Poodle, Miniature",98121
July 25 2018,S119554,Mochi,Dog,"Chihuahua, Short Coat",Mix,98107
August 15 2018,8000096,Pearl,Dog,Doberman Pinscher,,98115
September 06 2018,723782,Emmie,Dog,Bichon Frise,,98126
February 12 2018,82221,Kuma,Dog,Xoloitzcuintli,,98125
March 27 2018,81752,Max,Dog,"Retriever, Labrador",Mix,98178
April 10 2018,S131952,Kirby Gammon,Dog,Terrier,,98112
September 14 2018,8000921,Sophie,Dog,Pomeranian,Mix,98103
April 03 2018,S140848,Murphy,Dog,"Spaniel, English Cocker",Mix,98105
June 28 2018,S107022,Trixie,Dog,"Retriever, Labrador","Terrier, American Pit Bull",98177
March 13 2018,S141318,BoJack,Dog,German Shepherd,,98109
September 21 2018,8001145,Comic,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98109
September 01 2018,S121621,Shadow,Dog,Siberian Husky,,98115
September 25 2018,S134185,Sport,Dog,"Retriever, Labrador",,98103
October 14 2018,8001858,Lennox,Dog,German Shepherd,,98109
January 21 2018,S139187,Lily,Dog,"Spaniel, Cavalier King Charles","Poodle, Miniature",98105
September 30 2018,S120106,Coal,Dog,"Retriever, Labrador",German Shepherd,98115
August 31 2018,S103186,Reggie,Dog,"Terrier, Jack Russell",,98125
September 06 2018,S146905,Picio,Dog,"Chihuahua, Long Coat",,98109
October 13 2018,S137208,Oliver,Dog,Retriever,,98109
May 14 2018,279899,Luna,Dog,Rottweiler,,98112
January 23 2018,S109646,Lola,Dog,Bernese Mountain Dog,,98125
January 30 2018,S140176,Jazzy Nguyen,Dog,"Retriever, Labrador",Mix,98126
June 13 2018,275781,Sable,Dog,"Collie, Smooth",,98103
January 23 2018,S139822,Ezio,Dog,"Chihuahua, Short Coat",Basenji,98112
October 09 2018,S122612,Buddy,Dog,"Retriever, Golden",,98103
April 30 2018,82157,Rudy,Dog,Beagle,"Terrier, Jack Russell",98119
August 08 2018,S134190,Zeus,Dog,"Terrier, Jack Russell","Chihuahua, Short Coat",98104
September 30 2018,S146692,Nala,Dog,"Retriever, Labrador",Mix,98117
March 14 2018,S141359,Moose,Dog,"Retriever, Golden",,98125
July 24 2018,S119480,Sandwich,Dog,Shih Tzu,"Poodle, Miniature",98118
April 10 2018,S142372,Hazelnut,Dog,Boxer,,98126
October 10 2018,S123503,Dennis,Dog,"Vizsla, Smooth Haired",,98109
August 01 2018,581421,Omar,Dog,Beagle,,98118
May 22 2018,S115939,Gamgee,Dog,"Australian Shepherd, Miniature",,98118
January 16 2018,23094,Zippy,Dog,"Retriever, Labrador",Border Collie,98119
March 20 2018,S129491,Oscar,Dog,"Retriever, Labrador","Poodle, Miniature",98112
June 26 2018,S145180,Fraser,Dog,Terrier,"Terrier, Yorkshire",98126
July 05 2018,S145630,Brenda Jean,Dog,Boxer,,98199
June 12 2018,S144603,Moni,Dog,"Poodle, Toy","Spaniel, English Toy",98146
October 06 2018,8001580,Finnigan,Dog,"Welsh Corgi, Pembroke",Mix,98115
May 24 2018,S114754,Mabel,Dog,Boxer,,98106
April 03 2018,141060,Buster,Dog,Boxer,,98102
March 20 2018,139676,Stella,Dog,Boxer,German Shepherd,98125
May 31 2018,284945,Guzi,Dog,Maltese,,98108
April 28 2018,S113997,Winnie,Dog,German Shepherd,Mix,98103
April 12 2018,S142211,Lil Dude,Dog,"Chihuahua, Long Coat","Terrier, Yorkshire",98108
January 06 2018,960092,Dina,Dog,Mix,,98117
July 10 2018,S129380,Mokin,Dog,Australian Shepherd,Mix,
July 24 2018,899575,Terfel,Dog,Tibetan Mastiff,Mix,98115
June 29 2018,S145318,Jabba,Dog,"Retriever, Labrador","Poodle, Standard",98177
April 16 2018,S134597,Isabella,Dog,"Terrier, American Pit Bull",Mix,98112
February 23 2018,S141047,Coco,Dog,"Poodle, Miniature",,98199
April 12 2018,S142212,Seven,Dog,Maltese,"Poodle, Miniature",98136
July 24 2018,577306,Bear,Dog,"Retriever, Labrador",,98199
April 10 2018,S140998,Txako,Dog,Beagle,Mix,98107
January 06 2018,S139240,Chase,Dog,Border Collie,,98199
September 14 2018,135558,Justy,Dog,"Terrier, Yorkshire",,98136
June 25 2018,S132758,Steve,Dog,Miniature Pinscher,Terrier,98105
February 28 2018,S116805,Griffin,Dog,Shiloh Shepherd,,98133
May 04 2018,S125071,Koda,Dog,"Retriever, Labrador",,98199
April 06 2018,S141936,Rodney Dangerfield,Dog,"Retriever, Labrador",Australian Shepherd,98122
July 07 2018,S117369,Darlene,Dog,"Terrier, Yorkshire",,
June 06 2018,84655,Polly,Dog,"Chihuahua, Short Coat",,98118
June 13 2018,S117316,Buddy,Dog,"Dachshund, Miniature Smooth Haired",Pomeranian,98122
January 21 2018,S138794,Coco,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98122
June 15 2018,443498,Elvis,Dog,Pug,,98105
February 20 2018,83514,Marty,Dog,"Terrier, Yorkshire",Mix,98115
January 06 2018,S139207,Rascal,Dog,Mastiff,"Terrier, American Pit Bull",98178
May 01 2018,139800,Sophie,Dog,"Retriever, Golden",,98119
July 10 2018,S145800,Luca,Dog,"Retriever, Golden","Poodle, Standard",98144
February 28 2018,S141133,Daisy Hunter,Dog,Maltese,"Poodle, Miniature",98199
June 20 2018,142879,Oliver,Dog,"Terrier, Airedale",,98122
June 28 2018,443098,Ginger,Dog,"Cur, Mountain",,98118
January 16 2018,S107983,Rosie,Dog,"Poodle, Toy",,98144
May 23 2018,S131332,Longmeier,Dog,Rhodesian Ridgeback,"Terrier, Pit Bull",98116
January 23 2018,S139899,Casper2,Dog,"Poodle, Standard",,98118
January 30 2018,S140153,Alfred,Dog,Xoloitzcuintli,,98116
March 21 2018,S141752,Olivia,Dog,Australian Cattle Dog,Rhodesian Ridgeback,98106
March 05 2018,S119667,Daisy Mae,Dog,"Terrier, West Highland White",Mix,98125
March 01 2018,S140073,Lia,Dog,Australian Shepherd,,98101
May 10 2018,S110225,Fezzik,Dog,"Chihuahua, Long Coat",Pomeranian,98107
June 08 2018,S115946,Seamus,Dog,"Schnauzer, Standard",Retriever,98115
February 13 2018,S140577,Dexter,Dog,"Vizsla, Smooth Haired",,98103
October 06 2018,S121796,Emily,Dog,"Dachshund, Standard Smooth Haired",Terrier,98117
April 23 2018,S115140,Juno,Dog,"Bulldog, French",,98125
February 06 2018,S140357,Bloo B Drew,Dog,"Coonhound, Bluetick",,98178
August 13 2018,8000031,Bella,Dog,"Retriever, Golden",,98115
May 12 2018,18112,Rosie,Dog,Havanese,,98105
October 17 2018,732804,Ginger,Dog,"Chihuahua, Short Coat",Mix,98116
February 20 2018,S112362,Hennessy,Dog,"Terrier, Pit Bull",,98199
May 26 2018,278121,Kepler,Dog,"Terrier, American Staffordshire",,98103
February 28 2018,355592,Raleigh,Dog,"Retriever, Labrador",,98125
September 11 2018,8000849,Penny,Dog,"Retriever, Labrador",,98102
June 05 2018,S144439,Reggie,Dog,"Terrier, Yorkshire","Poodle, Miniature",98144
May 04 2018,S142454,Cisco,Dog,"Chihuahua, Short Coat","Terrier, Jack Russell",98102
August 07 2018,442911,Oskar,Dog,Weimaraner,,98115
August 07 2018,S147767,Stanley,Dog,"Poodle, Standard","Retriever, Golden",98105
February 20 2018,S140731,Mochi,Dog,Shiba Inu,,98103
January 24 2018,S139908,Bixby,Dog,"Chihuahua, Short Coat",Mix,98119
March 28 2018,139412,Bella,Dog,Bichon Frise,,98105
January 20 2018,29770,Logan,Dog,"Spaniel, English Springer",,98106
August 19 2018,S146644,Augy,Dog,Australian Cattle Dog,"Terrier, Jack Russell",98125
January 02 2018,S137885,Mina,Dog,Border Collie,German Shepherd,98117
September 15 2018,8000946,Biscuit,Dog,"Bulldog, English",Mix,98116
October 09 2018,833370,Troy,Dog,Havanese,,98121
May 29 2018,S144256,Blu,Dog,Maltese,,98105
April 29 2018,216244,Jasmine,Dog,Boxer,,98199
June 29 2018,S116558,Bode,Dog,"Retriever, Golden",,98103
March 23 2018,135873,Flavia,Dog,Shiba Inu,,98117
March 20 2018,S141613,Georgie,Dog,Chow Chow,,98119
July 24 2018,585603,Dexter,Dog,Terrier,,98105
October 14 2018,822389,Ellie,Dog,"Chihuahua, Short Coat",,98107
September 07 2018,S118704,Jill,Dog,Siberian Husky,Mix,98116
July 12 2018,S132097,Ringo,Dog,"Terrier, Boston",Beagle,98118
June 28 2018,S145394,Ella,Dog,Mix,,98117
June 28 2018,441463,Kaimana,Dog,"Retriever, Labrador","Poodle, Miniature",98115
August 27 2018,S119342,Mayzee,Dog,"Bulldog, English",,98108
April 03 2018,S113397,Ellie,Dog,Spaniel,Mix,98108
September 21 2018,725478,Cooper,Dog,Whippet,,98102
January 16 2018,S112765,Theo,Dog,"Retriever, Labrador",Weimaraner,98118
August 14 2018,8000067,Tica,Dog,Mix,Mix,98105
May 07 2018,S118017,Zoey,Dog,"Chihuahua, Short Coat",Pomeranian,98126
May 30 2018,S144295,Mel,Dog,Belgian Malinois,,98118
January 17 2018,S139564,Sister,Dog,Border Collie,Mix,98108
April 24 2018,82461,Roscoe,Dog,Australian Shepherd,,98112
July 03 2018,440167,Oscar,Dog,Shih Tzu,,98115
March 13 2018,S141355,Lala,Dog,Great Dane,,98103
