License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
May 16 2018,S143825,Loki,Dog,American Pit Bull Terrier,,98118
April 03 2018,S128708,Olivia,Dog,Miniature Schnauzer,,98133
July 12 2018,437415,Coco,Dog,Standard Poodle,,98118
June 26 2018,S116368,Cabo,Dog,Labrador Retriever,Carolina Dog,98122
May 24 2018,S131527,Posie,Dog,Labrador Retriever,Standard Poodle,98115
October 16 2018,S134829,Parker,Dog,Australian Shepherd,Miniature Poodle,98199
April 10 2018,S109863,Lola,Dog,Maltese,Miniature Poodle,98133
January 26 2018,S140020,Bobo,Dog,Chihuahua,Miniature Pinscher,98118
July 03 2018,439972,Diablo,Dog,Chihuahua,Miniature Pinscher,98146
July 22 2018,S130642,Kashi Lu Sivesind,Dog,Shiba Inu,,98199
January 19 2018,23289,Vinny,Dog,Shih Tzu,,98118
July 05 2018,443282,Felix,Dog,Rat Terrier,,98177
April 24 2018,S143056,Buster,Dog,Pembroke Welsh Corgi,,
September 09 2018,726391,Dante,Dog,Miniature Poodle,,98116
June 27 2018,S145306,Rocket,Dog,Alaskan Husky,Rottweiler,98178
March 15 2018,S140928,Maple,Dog,Australian Cattle Dog,,98126
August 15 2018,8000097,Mori,Dog,Labrador Retriever,,98106
July 19 2018,S146220,Eli,Dog,Soft Coated Wheaten Terrier,,98199
July 23 2018,S119455,Asteria,Dog,Afghan Hound,,98122
February 20 2018,81826,Loriot,Dog,Rhodesian Ridgeback,,98105
August 03 2018,582155,Phoebe,Dog,Havanese,,98125
October 18 2018,8001971,Lena,Dog,Dachshund,,98125
August 09 2018,S145568,Pippin,Dog,Australian Shepherd,,98125
September 08 2018,S123894,Jett,Dog,American Pit Bull Terrier,,98108
January 09 2018,S139472,Scarlett Rose,Dog,Cavalier King Charles Spaniel,,98122
September 02 2018,8000576,Merlin,Dog,Labrador Retriever,Australian Shepherd,98133
July 06 2018,S114222,Oliver,Dog,Jack Russell Terrier,,98115
April 20 2018,79622,Juno,Dog,Boxer,,98144
August 30 2018,S134906,Bella,Dog,Golden Retriever,,98109
August 09 2018,S145943,Miri,Dog,Chihuahua,Beagle,98107
September 04 2018,S135520,Moose,Dog,Pembroke Welsh Corgi,,98121
June 13 2018,355957,Disco,Dog,Labrador Retriever,Standard Poodle,98126
April 06 2018,S141932,Beau,Dog,Golden Retriever,Standard Poodle,98122
July 27 2018,S113439,Charlie,Dog,Welsh Springer Spaniel,,98106
January 06 2018,S108563,Hazel,Dog,Miniature Poodle,Bichon Frise,98117
June 16 2018,S117438,Stella,Dog,Standard Poodle,,98105
May 21 2018,S143958,Moose,Dog,Great Dane,,98116
January 16 2018,S139565,Essie,Dog,Chihuahua,,98136
July 31 2018,S147559,Isabella,Dog,Australian Shepherd,,98117
June 12 2018,S132042,Maya,Dog,Pit Bull Terrier,,98117
September 16 2018,S135809,Sparkle,Dog,Dachshund,Miniature Schnauzer,98115
September 30 2018,718453,Gracie,Dog,Weimaraner,,98177
May 29 2018,S120761,Mr Snuffalufagus,Dog,Dachshund,Spaniel,98116
July 06 2018,S145620,Basie,Dog,English Springer Spaniel,,98116
June 29 2018,S105169,Pepper,Dog,Chihuahua,Pug,98136
January 23 2018,S139834,Julius,Dog,English Bulldog,,98112
July 29 2018,585655,Dino,Dog,Beagle,,98136
January 09 2018,S139449,Hashbrown,Dog,Australian Shepherd,,98126
June 19 2018,S129634,Leo,Dog,Shepherd,Border Collie,98125
June 12 2018,S144683,Honu,Dog,Cardigan Welsh Corgi,,98178
February 14 2018,S111431,Paddy,Dog,Miniature Poodle,,98112
April 24 2018,S110279,Dweezil,Dog,Border Collie,Australian Shepherd,98117
July 06 2018,S145617,Winston,Dog,German Shepherd,,98109
May 27 2018,280030,Punky,Dog,American Pit Bull Terrier,,98106
February 13 2018,S140559,Hank,Dog,Australian Shepherd,,98109
January 16 2018,27661,BeBe,Dog,Miniature Poodle,Chihuahua,98177
June 06 2018,S144077,Fiona,Dog,Schnauzer,Miniature Poodle,98119
March 20 2018,S141606,Schrute,Dog,Standard Poodle,Labrador Retriever,98103
January 06 2018,S139263,Ollie,Dog,Silken Windhound,,98109
March 05 2018,81245,Henry,Dog,Australian Shepherd,,98116
May 04 2018,82808,Fina,Dog,Shih Tzu,,98103
June 11 2018,S116468,Hoku,Dog,Bichon Frise,Pomeranian,98125
July 20 2018,S147190,Nanette,Dog,Miniature Poodle,American Cocker Spaniel,98117
May 15 2018,283979,Nixie,Dog,Australian Cattle Dog,,98117
June 12 2018,206376,Ozzie,Dog,Maltese,,98112
April 10 2018,213516,Minerva,Dog,Cavalier King Charles Spaniel,,98112
April 13 2018,216420,Abby,Dog,Lhasa Apso,Miniature Poodle,98116
March 27 2018,140927,Thyme,Dog,German Shepherd,,98106
June 19 2018,S144869,Apple,Dog,Chihuahua,Dachshund,98115
May 17 2018,S126096,Blue,Dog,Labrador Retriever,,98136
September 04 2018,8000618,Lila,Dog,Pembroke Welsh Corgi,,98119
July 24 2018,S118817,Cooper,Dog,Standard Poodle,Shih Tzu,98125
July 03 2018,731254,Carter,Dog,Fox Terrier,,98112
July 28 2018,S101071,Bo,Dog,Labrador Retriever,Standard Poodle,98116
August 02 2018,S147624,Maya,Dog,Miniature Australian Shepherd,,98121
October 16 2018,8001923,Leo,Dog,Labrador Retriever,,98102
July 24 2018,585026,Santianna,Dog,Rat Terrier,,98103
May 15 2018,S130824,Ella,Dog,Pomeranian,Shetland Sheepdog,98115
May 20 2018,S129774,Nanette,Dog,American Cocker Spaniel,Standard Poodle,98117
April 02 2018,S142050,Lucy,Dog,Labrador Retriever,,98199
May 22 2018,S143965,Bailey Smith,Dog,Italian Greyhound,Terrier,98105
October 07 2018,820064,Stryker,Dog,Flat-Coated Retriever,,98115
March 26 2018,S110067,Akira,Dog,Shiba Inu,,98103
February 22 2018,S139788,Nickel,Dog,Border Collie,Australian Shepherd,98106
July 10 2018,358182,Sabadee,Dog,Xoloitzcuintli,,98103
February 28 2018,731475,Einstein,Dog,Chihuahua,Beagle,98107
May 26 2018,282342,Jordie,Dog,Cavalier King Charles Spaniel,,98112
March 01 2018,S141116,Bigby,Dog,Siberian Husky,,98168
February 27 2018,S141019,Yogi,Dog,German Shepherd,Alaskan Husky,98106
May 15 2018,S143707,Porter,Dog,Labrador Retriever,American Pit Bull Terrier,98125
August 29 2018,S134902,Ruby,Dog,Dachshund,Rat Terrier,98122
February 28 2018,351917,Eduardo,Dog,Chihuahua,,98144
June 22 2018,356035,Toto,Dog,Yorkshire Terrier,,98117
April 17 2018,213446,Lucy,Dog,Boston Terrier,,98102
October 05 2018,822391,Madison,Dog,Labrador Retriever,Standard Poodle,98112
August 04 2018,576650,Watson,Dog,Golden Retriever,,98112
May 09 2018,27290,Sammy,Dog,"Terrier, Silky",Miniature Poodle,98136
January 30 2018,S121088,Marilyn,Dog,Newfoundland,,98117
March 28 2018,S141392,Hugo,Dog,Doberman Pinscher,,98199
April 25 2018,81493,Zak,Dog,Pug,Chihuahua,98122
May 01 2018,S143323,Theo,Dog,Standard Poodle,English Cocker Spaniel,98121
April 19 2018,S143070,Ella,Dog,Australian Shepherd,,98103
July 28 2018,356424,Scout,Dog,Labrador Retriever,Shepherd,98122
June 05 2018,S144437,Fletcher,Dog,Collie,,98125
June 19 2018,S116753,Jackie,Dog,Australian Cattle Dog,,98115
September 18 2018,8001057,Simba,Dog,Shiba Inu,,98119
July 23 2018,S133985,Macey Ujano,Dog,Doberman Pinscher,,98108
June 08 2018,S115301,Ollie,Dog,Maltese,Miniature Poodle,98144
September 03 2018,8000595,Alexi,Dog,Siberian Husky,Alaskan Malamute,98103
October 14 2018,S123305,Sweedie,Dog,Chihuahua,,98125
March 23 2018,138515,Saxon,Dog,Standard Poodle,,98102
June 13 2018,356490,Alicia Grace,Dog,Coton de Tulear,,98116
August 07 2018,S120356,Rigoberto,Dog,Curly Coated Retriever,Standard Poodle,98103
February 09 2018,71326,Gigi,Dog,Pekingese,,98105
July 26 2018,585658,Yousuke,Dog,Chihuahua,Dachshund,98102
July 06 2018,443284,Abbie,Dog,German Shorthaired Pointer,,98115
September 21 2018,S120022,Valletta,Dog,Australian Cattle Dog,Jack Russell Terrier,98103
June 18 2018,352752,Lily,Dog,Miniature Poodle,,98117
October 14 2018,S104826,Lily,Dog,Terrier,Labrador Retriever,98118
July 31 2018,S147522,Koda,Dog,Labrador Retriever,Golden Retriever,98125
January 09 2018,S139486,Spruce,Dog,Shepherd,Italian Greyhound,98107
April 10 2018,194061,,Dog,West Highland White Terrier,,98105
March 28 2018,S103674,Bandit,Dog,Golden Retriever,,98119
January 22 2018,S111510,Peppermint,Dog,Labrador Retriever,Border Collie,98104
January 30 2018,15587,Lulu,Dog,Chihuahua,,98102
September 24 2018,727432,Kato,Dog,Vizsla,,98115
June 18 2018,S111170,Nutmeg,Dog,Labrador Retriever,Pit Bull Terrier,98199
May 24 2018,139983,Tashi,Dog,Australian Shepherd,Australian Cattle Dog,98199
June 01 2018,S144343,Mieko,Dog,Coton de Tulear,,
September 26 2018,8001285,Pepper,Dog,Miniature Poodle,Old English Sheepdog,98119
September 30 2018,729896,Ketem,Dog,Labrador Retriever,,98118
April 04 2018,S142009,Eddie,Dog,Boston Terrier,,98122
January 19 2018,S139639,Wiley,Dog,Australian Shepherd,,98133
May 31 2018,S144308,Benjamin,Dog,Labrador Retriever,Standard Poodle,98119
April 23 2018,S143026,Pearl,Dog,Portuguese Water Dog,,98112
March 27 2018,S141887,Chance,Dog,English Bulldog,,98106
February 06 2018,21274,Pumpkin,Dog,Toy Poodle,,98125
January 19 2018,S139643,Hippo,Dog,Great Dane,Mastiff,98117
June 26 2018,355552,Loki,Dog,Chihuahua,,98101
September 28 2018,582839,Maple,Dog,Dachshund,,98166
April 17 2018,S142833,Leo,Dog,Boxer,,98125
July 12 2018,S145809,Zorro,Dog,Australian Shepherd,,98177
September 18 2018,835004,Ghost,Dog,Bull Terrier,,98119
June 23 2018,354336,Zuma,Dog,Brittany,,98199
April 09 2018,S126268,Thea,Dog,American Pit Bull Terrier,,98118
September 17 2018,726693,Fudge,Dog,Labrador Retriever,,98105
January 02 2018,S125655,Kona,Dog,German Shepherd,,98144
April 18 2018,S127955,Tova Ancich,Dog,Schipperke,Pomeranian,98106
April 13 2018,212056,Leonard,Dog,Labrador Retriever,,98115
July 27 2018,581518,Bonnie,Dog,Labrador Retriever,,98105
July 18 2018,S145906,Otis Dunau,Dog,Golden Retriever,Labrador Retriever,98103
April 27 2018,S143205,Smokey,Dog,Australian Shepherd,,98168
August 07 2018,575889,Andre,Dog,Miniature Poodle,,98126
January 23 2018,27733,Nora,Dog,Australian Shepherd,Alaskan Malamute,98109
February 20 2018,84187,Manny,Dog,Labrador Retriever,,98126
February 02 2018,24184,Misty,Dog,Rough Collie,,98115
August 21 2018,8000239,Pablo Lowery,Dog,Australian Shepherd,,98112
April 03 2018,S142111,Otis,Dog,Havanese,,98126
August 14 2018,731107,Chance,Dog,Maltese,,98144
January 17 2018,27754,Coffee,Dog,Labrador Retriever,,98107
January 19 2018,23792,Mango,Dog,Shiba Inu,,98102
August 30 2018,360027,Shiro,Dog,Shiba Inu,American Eskimo,98108
April 13 2018,S142168,Rosie,Dog,Boxer,Labrador Retriever,98103
June 12 2018,S144627,Max,Dog,American Staffordshire Terrier,,98112
September 09 2018,8000796,Chubs,Dog,Pug,Boston Terrier,98126
February 28 2018,S141136,Kiko,Dog,German Shepherd,,98107
September 30 2018,438034,Sparky,Dog,Cavalier King Charles Spaniel,Bichon Frise,98117
April 26 2018,84747,Brownie,Dog,Terrier,,98117
May 11 2018,S115462,Odie,Dog,Nova Scotia Duck Tolling Retriever,,98116
March 22 2018,S140945,Lucy,Dog,Chihuahua,,98102
May 29 2018,S144208,Baker,Dog,Labrador Retriever,,98112
June 01 2018,S144330,Odin,Dog,Norwegian Elkhound,,98118
April 19 2018,S129681,Ruby,Dog,German Shorthaired Pointer,,98108
May 22 2018,281714,Ellie,Dog,Boston Terrier,,98118
October 17 2018,S123747,Blue,Dog,Dachshund,,
July 07 2018,444046,Joey,Dog,Tibetan Terrier,,98177
February 15 2018,S140653,Sasha,Dog,Shih Tzu,Pomeranian,98108
July 24 2018,583484,Sophie,Dog,Belgian Tervuren,,98118
July 31 2018,S147557,Izzy,Dog,Labrador Retriever,Border Collie,98115
October 17 2018,719947,Abbey,Dog,Hound,Beagle,98107
May 31 2018,213923,Cadence,Dog,English Cocker Spaniel,Miniature Poodle,98122
June 25 2018,S132580,Abigail,Dog,Golden Retriever,Standard Poodle,98126
September 14 2018,8000910,Sally,Dog,Shepherd,,98119
August 13 2018,8000029,Compass,Dog,Yorkshire Terrier,,98109
March 27 2018,140041,Chloe,Dog,Chihuahua,,98106
June 21 2018,142665,Alice,Dog,Chihuahua,,98126
July 03 2018,S145467,Cauchy,Dog,Border Collie,Golden Retriever,98118
February 27 2018,S111579,Timmy,Dog,English Cocker Spaniel,Miniature Poodle,98103
February 17 2018,S112461,Phoebe,Dog,Labrador Retriever,,98136
July 24 2018,581664,Raffy,Dog,Havanese,,98125
January 06 2018,S129256,Pepper,Dog,Shih Tzu,,98118
October 05 2018,444412,Ginger,Dog,Havanese,,98115
April 06 2018,S127493,Glory,Dog,Shepherd,Border Collie,
January 24 2018,S139909,Betsy,Dog,Boston Terrier,,98108
May 11 2018,S143652,Odie,Dog,American Blue Heeler,American Eskimo,98102
July 31 2018,S147565,Raj,Dog,Carolina Dog,,98136
May 19 2018,S143490,Ollie,Dog,American Eskimo,Alaskan Klee Kai,98115
January 23 2018,S139887,Mochi,Dog,Miniature Poodle,Golden Retriever,98119
August 10 2018,S145588,Hunter,Dog,Pug,,98104
January 30 2018,S140130,Rhubarb,Dog,Labrador Retriever,Border Collie,98199
September 05 2018,583846,Mia,Dog,Papillon,Pomeranian,98101
May 08 2018,S143523,Louis,Dog,French Bulldog,,98122
September 19 2018,282615,Freddy,Dog,Chihuahua,,98125
July 31 2018,S147524,Huxley,Dog,Golden Retriever,,98112
May 24 2018,S144172,Pearl,Dog,American Pit Bull Terrier,,98115
May 26 2018,S141975,Mia,Dog,Chihuahua,,98117
March 28 2018,S141841,Zoe,Dog,Australian Shepherd,,98199
February 18 2018,S113813,guai guai,Dog,Labrador Retriever,,98199
March 27 2018,S113423,Jipp,Dog,Chihuahua,,98136
January 16 2018,S107982,Tycho,Dog,Miniature Poodle,,98144
September 01 2018,582970,Roley,Dog,Labrador Retriever,,98117
September 09 2018,725510,Nuri,Dog,Golden Retriever,,98115
June 26 2018,S116633,Georgia,Dog,Pomeranian,,98109
April 23 2018,S110642,Norman,Dog,Chihuahua,Dachshund,98115
May 29 2018,S144230,Barclay Biscuit Bruemmer,Dog,Cavalier King Charles Spaniel,,98102
February 22 2018,S140445,Milo,Dog,Labrador Retriever,German Shepherd,98102
July 12 2018,S145860,Juno,Dog,American Staffordshire Terrier,,98107
January 30 2018,30337,Zoey,Dog,Labrador Retriever,Beagle,98115
April 12 2018,S142187,Kipsy,Dog,Border Collie,,98118
April 26 2018,S143262,Boomer,Dog,Labrador Retriever,,98125
June 29 2018,439031,Oscar,Dog,Labrador Retriever,,98103
September 27 2018,8001316,Denali,Dog,Australian Shepherd,,98116
August 30 2018,440172,Lucy,Dog,Siberian Husky,,98115
May 02 2018,S143404,Sookie,Dog,Pembroke Welsh Corgi,,98125
February 23 2018,S141020,Choco,Dog,Chihuahua,Italian Greyhound,98122
June 23 2018,354446,Sophie,Dog,Italian Greyhound,,98113
April 24 2018,83940,Radar,Dog,Flat-Coated Retriever,Border Collie,98117
April 19 2018,S143017,Gunnar,Dog,Labrador Retriever,Cardigan Welsh Corgi,98125
September 18 2018,S133639,Gizmo,Dog,Jack Russell Terrier,,98125
September 05 2018,215632,Hallie,Dog,Dachshund,Beagle,98118
June 26 2018,S115105,Harley,Dog,Leonberger,,98178
April 17 2018,S130216,Snowflake,Dog,Maltese,,98125
June 25 2018,S145127,Edgar,Dog,Labrador Retriever,,98112
February 28 2018,731557,Rommy,Dog,Shih Tzu,,98108
February 28 2018,359878,Maisie,Dog,German Shepherd,Labrador Retriever,98136
July 11 2018,S145874,Haggis Blueberry Woodard,Dog,Scottish Terrier,,98106
September 21 2018,8001148,Bella,Dog,German Shepherd,,98125
May 07 2018,S143550,Brady Brunk,Dog,Golden Retriever,,98119
April 23 2018,S143105,Percy,Dog,French Bulldog,,98146
June 21 2018,S144935,Maggie,Dog,Soft Coated Wheaten Terrier,,98146
August 08 2018,S145549,Indie,Dog,Golden Retriever,Bernese Mountain Dog,98118
February 28 2018,357451,Lester,Dog,Standard Poodle,Labrador Retriever,98125
June 05 2018,S141206,Cooper,Dog,Pug,German Shepherd,98133
June 08 2018,283691,Huanhuan,Dog,Shih Tzu,Miniature Poodle,98122
February 23 2018,960397,Betty,Dog,Samoyed,,98199
March 13 2018,S141346,Lilly,Dog,Pomeranian,Toy Poodle,98115
March 16 2018,S141521,Gizmo Prescott,Dog,Shih Tzu,Pug,98103
July 24 2018,S119571,Lola,Dog,Belgian Sheepdog,Bearded Collie,98106
March 01 2018,S110651,Cody,Dog,Shetland Sheepdog,,98115
July 09 2018,S145746,Guts,Dog,Border Collie,German Shepherd,98126
May 01 2018,S143344,Layla,Dog,Australian Shepherd,Rottweiler,98103
January 16 2018,958033,Pippin,Dog,Chihuahua,Dachshund,98103
June 12 2018,S117053,Walter,Dog,Catahoula Leopard dog,Boxer,98115
August 23 2018,S102358,Pudding,Dog,Lhasa Apso,,98107
March 12 2018,82291,Max,Dog,Golden Retriever,,98126
May 01 2018,126937,Riley,Dog,German Shepherd,,98102
March 29 2018,S141901,River,Dog,Australian Shepherd,,98115
April 27 2018,S143201,Seymour,Dog,Miniature Schnauzer,,98104
June 29 2018,S118316,Auggie,Dog,Dachshund,,98105
June 19 2018,S132015,Charley,Dog,Golden Retriever,,98109
May 22 2018,S134985,Roxy,Dog,Whippet,,98117
September 30 2018,8001426,Winnie,Dog,Cairn Terrier,,98107
September 27 2018,8001337,Westley,Dog,Golden Retriever,Border Collie,98115
September 03 2018,725209,Scout,Dog,Shiba Inu,,98116
April 02 2018,140997,Kona,Dog,German Shepherd,Border Collie,98103
April 24 2018,216413,Kahlua,Dog,Cavalier King Charles Spaniel,Miniature Poodle,98115
April 12 2018,126680,Rafaela,Dog,Dachshund,,98199
July 31 2018,729969,Bonnie Louise,Dog,Cavalier King Charles Spaniel,,98106
June 29 2018,S131826,Calvin,Dog,Beagle,German Shepherd,98107
February 22 2018,S140480,Louie,Dog,French Bulldog,,98103
October 12 2018,834614,Karen,Dog,Labrador Retriever,Standard Poodle,98107
October 11 2018,S130558,Otto Pilot,Dog,Miniature Schnauzer,,98116
April 11 2018,S140869,Bella,Dog,Shih Tzu,,98115
March 20 2018,S141638,Scout,Dog,Miniature Schnauzer,,98199
May 27 2018,S111062,Carlitos,Dog,Chihuahua,,98109
July 06 2018,S117121,Blu,Dog,Alaskan Malamute,,98109
June 15 2018,283731,Bella,Dog,Labrador Retriever,,98115
May 11 2018,S143465,Bindi,Dog,Golden Retriever,,98102
July 05 2018,S145662,Tinker,Dog,English Springer Spaniel,,98103
August 04 2018,S139971,Dusty,Dog,Chihuahua,,98133
May 22 2018,137076,Adeline,Dog,Beagle,,98117
June 17 2018,357382,Pepe,Dog,Miniature Schnauzer,,98136
September 05 2018,729777,Lillie,Dog,Havanese,Toy Poodle,98126
July 10 2018,442528,Mercedes,Dog,Standard Poodle,,98117
July 24 2018,S147217,Blondie,Dog,Terrier,,98125
September 17 2018,S146683,Ripley,Dog,Boxer,,98144
April 23 2018,436402,White,Dog,Chihuahua,,98199
October 17 2018,8001935,Toki,Dog,Pug,,98109
April 28 2018,S132293,Ivy,Dog,Shih Tzu,Cavalier King Charles Spaniel,98108
January 02 2018,S137867,Diego,Dog,Cavalier King Charles Spaniel,,98199
September 24 2018,8001237,Mojo,Dog,Miniature Australian Shepherd,,98119
February 22 2018,S111827,Guiness,Dog,German Shepherd,,98116
June 13 2018,283605,Kuma,Dog,Chesapeake Bay Retriever,,98116
October 09 2018,8001696,Saint-Remy,Dog,French Bulldog,,98144
July 18 2018,S117738,Mac Burtkenvitz,Dog,Standard Poodle,Chihuahua,98108
May 21 2018,S111939,Matilda,Dog,Belgian Malinois,,98118
March 02 2018,S141280,Farley,Dog,Tibetan Mastiff,Australian Shepherd,98105
October 07 2018,S123170,Tuli Ginger,Dog,Coton de Tulear,,98121
June 15 2018,83847,Willow,Dog,Australian Shepherd,Border Collie,98122
February 22 2018,S140461,Rolo,Dog,English Bulldog,,98146
September 15 2018,S132524,Packer,Dog,American Pit Bull Terrier,,98115
May 27 2018,S114096,Frazier,Dog,Toy Fox Terrier,,
April 20 2018,140908,Bandit,Dog,Labrador Retriever,,98103
May 29 2018,279480,JoJo,Dog,Boston Terrier,,98117
March 21 2018,S141759,Theodore,Dog,Cairn Terrier,,98115
June 25 2018,437751,Minny,Dog,Welsh Springer Spaniel,Australian Shepherd,98126
March 24 2018,132365,Maggie,Dog,American Cocker Spaniel,Miniature Poodle,98119
August 27 2018,8000380,Finn,Dog,Golden Retriever,,98133
March 19 2018,140790,Wally,Dog,Cairn Terrier,,98117
August 25 2018,8000352,Brody,Dog,Chow Chow,Leonberger,98136
April 02 2018,S142101,Harriet,Dog,Carolina Dog,,98118
September 27 2018,S119927,Stanley Rodriguez,Dog,West Highland White Terrier,,98125
July 24 2018,583802,Taxi,Dog,Border Collie,Australian Shepherd,98103
April 25 2018,S113308,Homer,Dog,Standard Poodle,,98112
May 08 2018,S126842,Bella,Dog,English Bulldog,,98136
April 25 2018,S122986,Thora,Dog,Chihuahua,Jack Russell Terrier,98107
May 11 2018,S114433,Tulip,Dog,Retriever,Terrier,98106
September 01 2018,S121415,Abi,Dog,Shepherd,,98199
February 27 2018,S141065,Rebel,Dog,Labrador Retriever,Catahoula Leopard dog,98102
October 07 2018,8001609,Zoe,Dog,American Cocker Spaniel,Bichon Frise,98109
January 24 2018,S139904,Remy,Dog,Yorkshire Terrier,,98125
August 24 2018,S119803,Dewey,Dog,Miniature Pinscher,,98134
April 03 2018,S142006,Cooper,Dog,Labrador Retriever,,98146
August 16 2018,586355,Sarah,Dog,Border Collie,,98199
August 04 2018,436230,Brassie,Dog,Golden Retriever,,98102
August 31 2018,729406,Ruby,Dog,Labrador Retriever,,98117
May 09 2018,S141781,Louella,Dog,Chihuahua,,98108
April 20 2018,83598,Sally,Dog,Chihuahua,Terrier,98125
October 11 2018,S122161,Ichigo,Dog,Terrier,Pomeranian,98106
July 17 2018,443045,Copper,Dog,Cavalier King Charles Spaniel,,98102
January 26 2018,960920,Cash,Dog,Labrador Retriever,,98115
January 23 2018,26281,Hana,Dog,Pomeranian,Toy Poodle,98103
May 22 2018,141593,Cody,Dog,Golden Retriever,,98144
January 16 2018,S109833,Honey Badger,Dog,Australian Cattle Dog,Pembroke Welsh Corgi,98118
March 13 2018,S143032,Bodhi,Dog,Labrador Retriever,,98105
August 12 2018,281394,Alli,Dog,Labrador Retriever,,98121
September 20 2018,S133620,Finney,Dog,Miniature Poodle,Irish Setter,98101
June 21 2018,S144914,Spencer,Dog,Lhasa Apso,,98102
June 28 2018,S145305,Etta,Dog,Miniature Schnauzer,Chihuahua,98133
September 14 2018,S132855,Vito,Dog,Yorkshire Terrier,,98136
April 30 2018,212770,Mama,Dog,American Pit Bull Terrier,,98106
June 26 2018,S131955,Larry,Dog,Beagle,,98115
April 24 2018,S143142,Auggie,Dog,Miniature Schnauzer,Miniature Poodle,98115
August 22 2018,8000271,Lucy,Dog,Boston Terrier,,98109
April 17 2018,S115276,Maddie,Dog,Yorkshire Terrier,Pomeranian,98117
April 19 2018,S143005,Daisy Mae,Dog,Basset Hound,,98177
March 16 2018,S111725,Yeti,Dog,Miniature Australian Shepherd,,98103
August 02 2018,S118030,Simon,Dog,Labrador Retriever,American Blue Heeler,98106
April 20 2018,S143035,Bo Bear,Dog,Miniature Australian Shepherd,,98103
April 04 2018,136835,Cal,Dog,Pug,Beagle,98103
January 29 2018,S127383,Martha,Dog,Terrier,Dachshund,98103
February 22 2018,S140456,Bessel,Dog,Labrador Retriever,Italian Greyhound,98109
August 07 2018,S147758,Blue,Dog,Boston Terrier,,98122
September 06 2018,S133659,Malcom,Dog,Australian Cattle Dog,,98122
February 20 2018,284821,Charcoal,Dog,Labrador Retriever,,98125
June 21 2018,S114319,Hudson,Dog,Golden Retriever,,98177
September 22 2018,8001175,Wyatt,Dog,German Shorthaired Pointer,,98144
August 31 2018,S112431,Penny,Dog,English Shepherd,,98106
February 27 2018,S141103,Ginny,Dog,Australian Shepherd,Australian Cattle Dog,98177
January 26 2018,27314,Shippo,Dog,Bichon Frise,,98105
July 26 2018,580739,Jasper,Dog,Australian Shepherd,,98125
January 22 2018,S126780,Django Mathis,Dog,Bichon Frise,Cavalier King Charles Spaniel,98178
July 19 2018,S147138,Beans,Dog,French Bulldog,,98116
July 24 2018,S119442,Maestro,Dog,Dachshund,Chihuahua,98121
May 29 2018,S115905,Bentley,Dog,Labrador Retriever,,98105
July 05 2018,S145674,Mochi,Dog,Beagle,,98117
August 07 2018,216897,Andy,Dog,Pointer,,98102
August 13 2018,8000026,Maizy,Dog,Great Dane,Labrador Retriever,98117
August 01 2018,S147344,Charlotte,Dog,American Cocker Spaniel,Labrador Retriever,98109
August 22 2018,8000274,Lucy,Dog,Golden Retriever,,98115
September 30 2018,S120129,Benji,Dog,Terrier,Shepherd,98116
April 05 2018,137223,Frankie,Dog,Terrier,,98118
September 19 2018,8001085,Bernie,Dog,French Bulldog,,98106
August 18 2018,S120320,Ender,Dog,Vizsla,,98112
September 17 2018,S135003,Poe,Dog,Miniature Schnauzer,,98199
March 28 2018,S113728,Dor Dor,Dog,Shih Tzu,,98122
April 24 2018,142179,Camino,Dog,Pug,Beagle,98117
July 26 2018,S120019,Joker,Dog,Labrador Retriever,Weimaraner,98115
April 26 2018,S110316,Scout,Dog,"Terrier, Skye",Miniature Poodle,98125
September 27 2018,8001344,Stella,Dog,Pomeranian,Bichon Frise,98122
February 12 2018,80474,Lexy,Dog,American Pit Bull Terrier,Labrador Retriever,98118
May 10 2018,S127874,Yogi,Dog,Havanese,Shih Tzu,98119
March 27 2018,136928,Charley,Dog,Miniature Schnauzer,,98115
July 24 2018,S147231,Charley,Dog,Labrador Retriever,Standard Poodle,98144
March 05 2018,S141303,Maslow,Dog,Labrador Retriever,American Pit Bull Terrier,98126
June 13 2018,S117027,Poppi,Dog,Miniature Poodle,,98105
July 31 2018,586012,Scout,Dog,Golden Retriever,,98115
January 24 2018,900893,Pippin,Dog,Standard Poodle,,98117
February 09 2018,84266,Kaylee,Dog,Hound,,98103
January 29 2018,S140108,Lucie,Dog,Cavalier King Charles Spaniel,,98112
August 30 2018,727713,Ruby,Dog,Beagle,,98115
February 01 2018,S140228,Coco,Dog,German Shepherd,,98126
June 12 2018,359777,Jackson,Dog,Golden Retriever,Standard Poodle,98102
March 28 2018,S113348,Loowit,Dog,Pit Bull Terrier,Labrador Retriever,98103-6662
May 29 2018,S144279,Triever,Dog,Retriever,,98126
January 23 2018,S139833,Higgins,Dog,Fox Terrier,,98112
May 09 2018,S120323,Abner Galactus Henry,Dog,Pembroke Welsh Corgi,Miniature Australian Shepherd,98107
September 04 2018,727461,Beatrix,Dog,Labrador Retriever,,98144
March 22 2018,138180,Gracie,Dog,Whippet,Italian Greyhound,98115
March 19 2018,S141628,Watson,Dog,Border Collie,,98199
June 12 2018,S132285,Mister,Dog,Pug,,98177
February 06 2018,23276,Sweeps,Dog,Whippet,,98117
April 20 2018,83920,Pickles,Dog,Chihuahua,Dachshund,98126
